RIC,Date,Name,ISIN Code,TRBC Industry Group Name
VU.PA,2023-12-31,SES IMAGOTAG ORD,FR0010282822,Electronic Equipment & Parts
DBG.PA,2023-12-31,DERICHEBOURG ORD,FR0000053381,Professional & Commercial Services
BOUY.PA,2023-12-31,BOUYGUES ORD,FR0000120503,Construction & Engineering
VLLP.PA,2023-12-31,VALLOUREC ORD,FR0013506730,Oil & Gas Related Equipment and Services
UBIP.PA,2023-12-31,UBISOFT ORD,FR0000054470,Software & IT Services
SEBF.PA,2023-12-31,SEB ORD,FR0000121709,Household Goods
MERY.PA,2023-12-31,MERCIALYS REIT,FR0010241638,Residential & Commercial REITs
SPIE.PA,2023-12-31,SPIE PROMESSES ORD SHS,FR0012757854,Construction & Engineering
GTT.PA,2023-12-31,GTT PROMESSES ORD,FR0011726835,Oil & Gas Related Equipment and Services
FOUG.PA,2023-12-31,EIFFAGE ORD,FR0000130452,Construction & Engineering
VLOF.PA,2023-12-31,VALEO ORD,FR0013176526,Automobiles & Auto Parts
ICAD.PA,2023-12-31,ICADE REIT,FR0000035081,Residential & Commercial REITs
SESFd.PA,2023-12-31,SES SA GDR,LU0088087324,Telecommunications Services
ERMT.PA,2023-12-31,ERAMET ORD,FR0000131757,Metals & Mining
MMTP.PA,2023-12-31,METROPOLE TV ORD,FR0000053225,Media & Publishing
LVMH.PA,2023-12-31,LVMH MOET HENNESSY LOUIS VUITT,FR0000121014,Textiles & Apparel
SCHN.PA,2023-12-31,SCHNEIDER ELECTRIC SE,FR0000121972,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ISOS.PA,2023-12-31,IPSOS ORD,FR0000073298,Media & Publishing
CAGR.PA,2023-12-31,CREDIT AGRICOLE ORD,FR0000045072,Banking Services
SOGN.PA,2023-12-31,SOCIETE GENERALE ORD,FR0000130809,Banking Services
BIOX.PA,2023-12-31,BIOMERIEUX ORD,FR0013280286,Healthcare Equipment & Supplies
NEXI.PA,2023-12-31,NEXITY ORD,FR0010112524,Real Estate Operations
LEGD.PA,2023-12-31,LEGRAND ORD,FR0010307819,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SGOB.PA,2023-12-31,SAINT-GOBAIN ORD,FR0000125007,Homebuilding & Construction Supplies
ELIS.PA,2023-12-31,ELIS ORD SHS,FR0012435121,Professional & Commercial Services
FRVIA.PA,2023-12-31,FORVIA ORD,FR0000121147,Automobiles & Auto Parts
IMTP.PA,2023-12-31,IMERYS ORD,FR0000120859,Metals & Mining
SOPR.PA,2023-12-31,SOPRA STERIA GROUP,FR0000050809,Software & IT Services
S30.PA,2023-12-31,SOLUTIONS 30 SE,FR0013379484,Software & IT Services
CARR.PA,2023-12-31,CARREFOUR ORD,FR0000120172,Food & Drug Retailing
LECS.PA,2023-12-31,LECTRA SYSTEMS ORD,FR0000065484,Software & IT Services
TTEF.PA,2023-12-31,TOTALENERGIES SE ORD,FR0000120271,Oil & Gas
GETP.PA,2023-12-31,GETLINK ORD,FR0010533075,Transport Infrastructure
RUBF.PA,2023-12-31,RUBIS ORD,FR0013269123,Oil & Gas
JCDX.PA,2023-12-31,JCDECAUX SE ORD,FR0000077919,Media & Publishing
ETL.PA,2023-12-31,EUTELSAT COMMUNICATIONS ORD,FR0010221234,Telecommunications Services
RENA.PA,2023-12-31,RENAULT PAR,FR0000131906,Automobiles & Auto Parts
PUBP.PA,2023-12-31,PUBLICIS GROUPE ORD,FR0000130577,Media & Publishing
CLARI.PA,2023-12-31,CLARIANE ORD,FR0010386334,Healthcare Providers & Services
VLTSA.PA,2023-12-31,VOLTALIA ORD,FR0011995588,Electric Utilities & IPPs
CHBE.PA,2023-12-31,BENETEAU ORD,FR0000035164,Leisure Products
LOIM.PA,2023-12-31,KLEPIERRE REIT,FR0000121964,Residential & Commercial REITs
ADP.PA,2023-12-31,AEROPORTS DE PARIS ORD,FR0010340141,Transport Infrastructure
TE.PA,2023-12-31,TECHNIP ENERGIES BV ORD,NL0014559478,Oil & Gas Related Equipment and Services
IPAR.PA,2023-12-31,INTERPARFUMS ORD,FR0004024222,Personal & Household Products & Services
SCOR.PA,2023-12-31,SCOR SE ORD,FR0010411983,Insurance
VIRB.PA,2023-12-31,STE VIRBAC SA,FR0000031577,Pharmaceuticals
TEPRF.PA,2023-12-31,TELEPERFORMANCE ORD,FR0000051807,Professional & Commercial Services
VIE.PA,2023-12-31,VEOLIA ENVIRONNEMENT VE ORD,FR0000124141,Multiline Utilities
VRLA.PA,2023-12-31,VERALLIA SASU ORD,FR0013447729,Containers & Packaging
XFAB.PA,2023-12-31,X FAB SILICON FOUNDRIES ORD,BE0974310428,Semiconductors & Semiconductor Equipment
OREP.PA,2023-12-31,L OREAL S.A.,FR0000120321,Personal & Household Products & Services
FDJU.PA,2023-12-31,LA FRANCAISE DES JEUX SA ORD,FR0013451333,Hotels & Entertainment Services
NEOEN.PA^D25,2023-12-31,NEOEN SA ORD,FR0011675362,Electric Utilities & IPPs
ALSO.PA,2023-12-31,ALSTOM SA ORD,FR0010220475,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ARGAN.PA,2023-12-31,ARGAN ORD,FR0010481960,Residential & Commercial REITs
PERP.PA,2023-12-31,PERNOD-RICARD ORD,FR0000120693,Beverages
OPM.PA,2023-12-31,PLASTIC OMNIUM ORD,FR0000124570,Automobiles & Auto Parts
EURA.PA,2023-12-31,EURAZEO ORD,FR0000121121,Investment Banking & Investment Services
STMPA.PA,2023-12-31,STMICROELECTRONICS ORD,NL0000226223,Semiconductors & Semiconductor Equipment
WLN.PA,2023-12-31,WORLDLINE SA,FR0011981968,Financial Technology (Fintech) & Infrastructure
TCFP.PA,2023-12-31,THALES ORD,FR0000121329,Aerospace & Defense
VIRI.PA,2023-12-31,CGG,FR001400PVN6,Oil & Gas Related Equipment and Services
EAPI.PA,2023-12-31,EUROAPI SA ORD,FR0014008VX5,Pharmaceuticals
AKE.PA,2023-12-31,ARKEMA ORD,FR0010313833,Chemicals
CAPP.PA,2023-12-31,CAPGEMINI ORD,FR0000125338,Software & IT Services
TRIA.PA,2024-12-31,TRIGANO ORD,FR0005691656,Leisure Products
CVO.PA,2024-12-31,COVIVIO SA ORD,FR0000064578,Residential & Commercial REITs
RXL.PA,2024-12-31,REXEL ORD,FR0010451203,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
CBLP.PA,2024-12-31,MERSEN ORD,FR0000039620,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EMEIS.PA,2024-12-31,EMEIS ORD,FR001400NLM4,Healthcare Providers & Services
ESSF.PA,2024-12-31,ESSO SOCIETE ANONYME FRANCAISE ORD,FR0000120669,Oil & Gas
SGEF.PA,2024-12-31,VINCI ORD,FR0000125486,Construction & Engineering
URW.PA,2024-12-31,UNIBAIL-RODAMCO-WESTFIELD ORD,FR0013326246,Residential & Commercial REITs
NEXS.PA,2024-12-31,NEXANS PARIS ORD,FR0000044448,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
APAM.AS,2024-12-31,APERAM ORD,LU0569974404,Metals & Mining
LTEN.PA,2024-12-31,ALTEN ORD,FR0000071946,Software & IT Services
VIV.PA,2024-12-31,VIVENDI ORD,FR0000127771,Media & Publishing
IPN.PA,2024-12-31,IPSEN PROMESSES ORD,FR0010259150,Pharmaceuticals
SOIT.PA,2024-12-31,SOITEC SA ORD,FR0013227113,Semiconductors & Semiconductor Equipment
STLAM.PA,2024-12-31,STELLANTIS NV ORD,NL00150001Q9,Automobiles & Auto Parts
STDM.PA,2024-12-31,STEDIM ORD,FR0013154002,Healthcare Equipment & Supplies
BOLL.PA,2024-12-31,BOLLORE ORD,FR0000039299,Media & Publishing
EDEN.PA,2024-12-31,EDENRED ORD,FR0010908533,Professional & Commercial Services
ROBF.PA,2024-12-31,ROBERTET ORD,FR0000039091,Chemicals
BNPP.PA,2024-12-31,BNP PARIBAS ORD,FR0000131104,Banking Services
HRMS.PA,2024-12-31,HERMES INTL ORD,FR0000052292,Textiles & Apparel
COFA.PA,2024-12-31,COFACE PROMESSES ORD,FR0010667147,Insurance
DANO.PA,2024-12-31,GROUPE DANONE ORD,FR0000120644,Food & Tobacco
VLS.PA,2024-12-31,VALNEVA,FR0004056851,Biotechnology & Medical Research
PRTP.PA,2024-12-31,KERING SA,FR0000121485,Specialty Retailers
AYV.PA,2024-12-31,AYVENS ORD,FR0013258662,Freight & Logistics Services
BICP.PA,2024-12-31,SOCIETE BIC ORD,FR0000120966,Professional & Commercial Services
ATOS.PA,2024-12-31,ATOS SE ORD,FR001400X2S4,Software & IT Services
ELIOR.PA,2024-12-31,ELIOR GROUP ORD,FR0011950732,Hotels & Entertainment Services
MICP.PA,2024-12-31,MICHELIN ORD,FR001400AJ45,Automobiles & Auto Parts
SAF.PA,2024-12-31,SAFRAN ORD,FR0000073272,Aerospace & Defense
RCOP.PA,2024-12-31,REMY COINTREAU ORD,FR0000130395,Beverages
DAST.PA,2024-12-31,DASSAULT SYSTEMES ORD,FR0014003TT8,Software & IT Services
ACCP.PA,2024-12-31,ACCOR SA ORD,FR0000120404,Hotels & Entertainment Services
MWDP.PA,2024-12-31,WENDEL ORD,FR0000121204,Investment Holding Companies
ORAN.PA,2024-12-31,ORANGE ORD,FR0000133308,Telecommunications Services
IDLA.PA,2024-12-31,ID LOGISTICS GR ORD,FR0010929125,Freight & Logistics Services
EUFI.PA,2024-12-31,EUROFINS SCIENTIFIC ORD,FR0014000MR3,Biotechnology & Medical Research
EXHO.PA,2024-12-31,SODEXO ORD,FR0000121220,Hotels & Entertainment Services
MAUP.PA,2024-12-31,MAUREL ET PROM ORD,FR0000051070,Oil & Gas
ENX.PA,2024-12-31,EURONEXT,NL0006294274,Investment Banking & Investment Services
BVI.PA,2024-12-31,BUREAU VERITAS REGISTRE INTL ORD,FR0006174348,Professional & Commercial Services
AIRF.PA,2024-12-31,AIR FRANCE-KLM ORD,FR001400J770,Passenger Transportation Services
AIRP.PA,2024-12-31,AIR LIQUIDE ORD,FR0000120073,Chemicals
SASY.PA,2024-12-31,SANOFI SA ORD,FR0000120578,Pharmaceuticals
TFFP.PA,2024-12-31,TF1 ORD,FR0000054900,Media & Publishing
CARM.PA,2024-12-31,CARMILA ORD,FR0010828137,Residential & Commercial REITs
ESLX.PA,2024-12-31,ESSILORLUXOTTICA ORD,FR0000121667,Healthcare Equipment & Supplies
AM.PA,2024-12-31,DASSAULT AVIATI ORD,FR0014004L86,Aerospace & Defense
AMUN.PA,2024-12-31,AMUNDI ORD,FR0004125920,Investment Banking & Investment Services
AIR.PA,2024-12-31,AIRBUS SE,NL0000235190,Aerospace & Defense
AXAF.PA,2024-12-31,AXA ORD,FR0000120628,Insurance
GFCP.PA,2024-12-31,GECINA REIT,FR0010040865,Residential & Commercial REITs
MT.AS,2024-12-31,ARCELORMITTAL ORD,LU1598757687,Metals & Mining
ENGIE.PA,2024-12-31,ENGIE ORD,FR0010208488,Multiline Utilities
VU.PA,2024-12-31,VUSIONGROUP ORD,FR0010282822,Electronic Equipment & Parts
DBG.PA,2024-12-31,DERICHEBOURG ORD,FR0000053381,Professional & Commercial Services
BOUY.PA,2024-12-31,BOUYGUES ORD,FR0000120503,Construction & Engineering
VLLP.PA,2024-12-31,VALLOUREC ORD,FR0013506730,Oil & Gas Related Equipment and Services
UBIP.PA,2024-12-31,UBISOFT ORD,FR0000054470,Software & IT Services
SEBF.PA,2024-12-31,SEB ORD,FR0000121709,Household Goods
MERY.PA,2024-12-31,MERCIALYS REIT,FR0010241638,Residential & Commercial REITs
PLX.PA,2024-12-31,PLUXEE ORD SHS,NL0015001W49,Professional & Commercial Services
SPIE.PA,2024-12-31,SPIE PROMESSES ORD SHS,FR0012757854,Construction & Engineering
GTT.PA,2024-12-31,GTT PROMESSES ORD,FR0011726835,Oil & Gas Related Equipment and Services
FOUG.PA,2024-12-31,EIFFAGE ORD,FR0000130452,Construction & Engineering
VLOF.PA,2024-12-31,VALEO ORD,FR0013176526,Automobiles & Auto Parts
ICAD.PA,2024-12-31,ICADE REIT,FR0000035081,Residential & Commercial REITs
SESFd.PA,2024-12-31,SES SA GDR,LU0088087324,Telecommunications Services
ERMT.PA,2024-12-31,ERAMET ORD,FR0000131757,Metals & Mining
MMTP.PA,2024-12-31,METROPOLE TV ORD,FR0000053225,Media & Publishing
LVMH.PA,2024-12-31,LVMH MOET HENNESSY LOUIS VUITT,FR0000121014,Textiles & Apparel
SCHN.PA,2024-12-31,SCHNEIDER ELECTRIC SE,FR0000121972,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ISOS.PA,2024-12-31,IPSOS ORD,FR0000073298,Media & Publishing
CAGR.PA,2024-12-31,CREDIT AGRICOLE ORD,FR0000045072,Banking Services
SOGN.PA,2024-12-31,SOCIETE GENERALE ORD,FR0000130809,Banking Services
BIOX.PA,2024-12-31,BIOMERIEUX ORD,FR0013280286,Healthcare Equipment & Supplies
NEXI.PA,2024-12-31,NEXITY ORD,FR0010112524,Real Estate Operations
LEGD.PA,2024-12-31,LEGRAND ORD,FR0010307819,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
SGOB.PA,2024-12-31,SAINT-GOBAIN ORD,FR0000125007,Homebuilding & Construction Supplies
ELIS.PA,2024-12-31,ELIS ORD SHS,FR0012435121,Professional & Commercial Services
FRVIA.PA,2024-12-31,FORVIA ORD,FR0000121147,Automobiles & Auto Parts
IMTP.PA,2024-12-31,IMERYS ORD,FR0000120859,Metals & Mining
SOPR.PA,2024-12-31,SOPRA STERIA GROUP,FR0000050809,Software & IT Services
CARR.PA,2024-12-31,CARREFOUR ORD,FR0000120172,Food & Drug Retailing
TTEF.PA,2024-12-31,TOTALENERGIES SE ORD,FR0000120271,Oil & Gas
GETP.PA,2024-12-31,GETLINK ORD,FR0010533075,Transport Infrastructure
RUBF.PA,2024-12-31,RUBIS ORD,FR0013269123,Oil & Gas
JCDX.PA,2024-12-31,JCDECAUX SE ORD,FR0000077919,Media & Publishing
RENA.PA,2024-12-31,RENAULT PAR,FR0000131906,Automobiles & Auto Parts
PUBP.PA,2024-12-31,PUBLICIS GROUPE ORD,FR0000130577,Media & Publishing
CLARI.PA,2024-12-31,CLARIANE ORD,FR0010386334,Healthcare Providers & Services
CHBE.PA,2024-12-31,BENETEAU ORD,FR0000035164,Leisure Products
LOIM.PA,2024-12-31,KLEPIERRE REIT,FR0000121964,Residential & Commercial REITs
ADP.PA,2024-12-31,AEROPORTS DE PARIS ORD,FR0010340141,Transport Infrastructure
TE.PA,2024-12-31,TECHNIP ENERGIES BV ORD,NL0014559478,Oil & Gas Related Equipment and Services
IPAR.PA,2024-12-31,INTERPARFUMS ORD,FR0004024222,Personal & Household Products & Services
SCOR.PA,2024-12-31,SCOR SE ORD,FR0010411983,Insurance
MEDCL.PA,2024-12-31,MEDINCELL SA ORD,FR0004065605,Pharmaceuticals
VCTP.PA,2024-12-31,VICAT SA ORD,FR0000031775,Construction Materials
VIRB.PA,2024-12-31,STE VIRBAC SA,FR0000031577,Pharmaceuticals
TEPRF.PA,2024-12-31,TELEPERFORMANCE ORD,FR0000051807,Professional & Commercial Services
VIE.PA,2024-12-31,VEOLIA ENVIRONNEMENT VE ORD,FR0000124141,Multiline Utilities
PLNW.PA,2024-12-31,PLANISWARE SA ORD,FR001400PFU4,Software & IT Services
VRLA.PA,2024-12-31,VERALLIA SASU ORD,FR0013447729,Containers & Packaging
OREP.PA,2024-12-31,L OREAL S.A.,FR0000120321,Personal & Household Products & Services
FDJU.PA,2024-12-31,LA FRANCAISE DES JEUX SA ORD,FR0013451333,Hotels & Entertainment Services
NEOEN.PA^D25,2024-12-31,NEOEN SA ORD,FR0011675362,Electric Utilities & IPPs
ALSO.PA,2024-12-31,ALSTOM SA ORD,FR0010220475,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
ARGAN.PA,2024-12-31,ARGAN ORD,FR0010481960,Residential & Commercial REITs
PERP.PA,2024-12-31,PERNOD-RICARD ORD,FR0000120693,Beverages
OPM.PA,2024-12-31,OPMOBILITY ORD,FR0000124570,Automobiles & Auto Parts
EURA.PA,2024-12-31,EURAZEO ORD,FR0000121121,Investment Banking & Investment Services
STMPA.PA,2024-12-31,STMICROELECTRONICS ORD,NL0000226223,Semiconductors & Semiconductor Equipment
WLN.PA,2024-12-31,WORLDLINE SA,FR0011981968,Financial Technology (Fintech) & Infrastructure
TCFP.PA,2024-12-31,THALES ORD,FR0000121329,Aerospace & Defense
VIRI.PA,2024-12-31,VIRIDIEN ORD,FR001400PVN6,Oil & Gas Related Equipment and Services
AKE.PA,2024-12-31,ARKEMA ORD,FR0010313833,Chemicals
CAPP.PA,2024-12-31,CAPGEMINI ORD,FR0000125338,Software & IT Services
BASFn.DE,2019-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2019-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2019-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2019-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DBKGn.DE,2019-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SAPG.DE,2019-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2019-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2019-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
1COVG.DE,2019-12-31,COVESTRO ORD,DE0006062144,Chemicals
HNKG_p.DE,2019-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
DTEGn.DE,2019-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
LIN.DE,2019-12-31,LINDE PLC ORD,IE000S9YS762,Chemicals
MRCG.DE,2019-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
VOWG_p.DE,2019-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2019-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2019-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2019-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
MTXGn.DE,2019-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
FMEG.DE,2019-12-31,FRESENIUS MEDICAL CARE ORD,DE0005785802,Healthcare Providers & Services
FREG.DE,2019-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2019-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2019-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
LHAG.DE,2019-12-31,LUFTHANSA ORD,DE0008232125,Passenger Transportation Services
MUVGn.DE,2019-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2019-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
ADSGn.DE,2019-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
MBGn.DE,2019-12-31,DAIMLER ORD,DE0007100000,Automobiles & Auto Parts
VNAn.DE,2019-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2019-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
WDIG.DE^A21,2019-12-31,WIRECARD ORD,DE0007472060,Professional & Commercial Services
BASFn.DE,2020-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2020-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2020-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2020-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DWNG.DE,2020-12-31,DT WOHNEN ORD,DE000A0HN5C6,Real Estate Operations
DBKGn.DE,2020-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SAPG.DE,2020-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2020-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2020-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
1COVG.DE,2020-12-31,COVESTRO ORD,DE0006062144,Chemicals
HNKG_p.DE,2020-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
DTEGn.DE,2020-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
LIN.DE,2020-12-31,LINDE PLC ORD,IE000S9YS762,Chemicals
MRCG.DE,2020-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
VOWG_p.DE,2020-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2020-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2020-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2020-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
MTXGn.DE,2020-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
FMEG.DE,2020-12-31,FRESENIUS MEDICAL CARE ORD,DE0005785802,Healthcare Providers & Services
FREG.DE,2020-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2020-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2020-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
MUVGn.DE,2020-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2020-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
ADSGn.DE,2020-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
DHER.DE,2020-12-31,DELIVERY HERO AG ORD,DE000A2E4K43,Software & IT Services
MBGn.DE,2020-12-31,DAIMLER ORD,DE0007100000,Automobiles & Auto Parts
VNAn.DE,2020-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2020-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
BASFn.DE,2021-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2021-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2021-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2021-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DBKGn.DE,2021-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SATG_p.DE,2021-12-31,SARTORIUS PRF,DE0007165631,Healthcare Equipment & Supplies
SAPG.DE,2021-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2021-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2021-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
1COVG.DE,2021-12-31,COVESTRO ORD,DE0006062144,Chemicals
HNKG_p.DE,2021-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
ZALG.DE,2021-12-31,ZALANDO ORD SHS,DE000ZAL1111,Software & IT Services
DTEGn.DE,2021-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
LIN.DE,2021-12-31,LINDE PLC ORD,IE000S9YS762,Chemicals
MRCG.DE,2021-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
PSHG_p.DE,2021-12-31,PORSCHE SE VZ PRF,DE000PAH0038,Automobiles & Auto Parts
VOWG_p.DE,2021-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2021-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2021-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2021-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
MTXGn.DE,2021-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
FMEG.DE,2021-12-31,FRESENIUS MEDICAL CARE ORD,DE0005785802,Healthcare Providers & Services
HFGG.DE,2021-12-31,HELLOFRESH SEORD,DE000A161408,Food & Drug Retailing
FREG.DE,2021-12-31,FRESENIUS SE ORD,DE0005785604,Healthcare Providers & Services
DHLn.DE,2021-12-31,DEUTSCHE POST ORD,DE0005552004,Freight & Logistics Services
ALVG.DE,2021-12-31,ALLIANZ SE ORD,DE0008404005,Insurance
MUVGn.DE,2021-12-31,MUNICH RE ORD,DE0008430026,Insurance
CONG.DE,2021-12-31,CONTINENTAL ORD,DE0005439004,Automobiles & Auto Parts
SHLG.DE,2021-12-31,SIEMENS HEALTHINEERS AG ORD,DE000SHL1006,Healthcare Equipment & Supplies
SY1G.DE,2021-12-31,SYMRISE ORD,DE000SYM9999,Chemicals
ADSGn.DE,2021-12-31,ADIDAS ORD,DE000A1EWWW0,Textiles & Apparel
DHER.DE,2021-12-31,DELIVERY HERO AG ORD,DE000A2E4K43,Software & IT Services
ENR1n.DE,2021-12-31,SIEMENS ENERGY AG ORD,DE000ENER6Y0,Renewable Energy
MBGn.DE,2021-12-31,DAIMLER AG ORD,DE0007100000,Automobiles & Auto Parts
BNRGn.DE,2021-12-31,BRENNTAG ORD,DE000A1DAHH0,Chemicals
AIRG.DE,2021-12-31,AIRBUS SE,NL0000235190,Aerospace & Defense
VNAn.DE,2021-12-31,VONOVIA SE,DE000A1ML7J1,Real Estate Operations
DB1Gn.DE,2021-12-31,DEUTSCHE BOERSE AG ORD,DE0005810055,Investment Banking & Investment Services
PUMG.DE,2021-12-31,PUMA SE ORD,DE0006969603,Textiles & Apparel
QIA.DE,2021-12-31,QIAGEN ORD,NL0015002CX3,Biotechnology & Medical Research
BASFn.DE,2022-12-31,BASF SE ORD,DE000BASF111,Chemicals
IFXGn.DE,2022-12-31,INFINEON TECHNOLOGIES ORD,DE0006231004,Semiconductors & Semiconductor Equipment
SIEGn.DE,2022-12-31,SIEMENS ORD,DE0007236101,"Machinery, Tools, Heavy Vehicles, Trains & Ships"
EONGn.DE,2022-12-31,E.ON ORD,DE000ENAG999,Multiline Utilities
DBKGn.DE,2022-12-31,DEUTSCHE BANK ORD,DE0005140008,Banking Services
SATG_p.DE,2022-12-31,SARTORIUS PRF,DE0007165631,Healthcare Equipment & Supplies
SAPG.DE,2022-12-31,SAP SE ORD,DE0007164600,Software & IT Services
BAYGn.DE,2022-12-31,BAYER AG,DE000BAY0017,Pharmaceuticals
RWEG.DE,2022-12-31,RWE ST A ORD,DE0007037129,Multiline Utilities
1COVG.DE,2022-12-31,COVESTRO ORD,DE0006062144,Chemicals
HNKG_p.DE,2022-12-31,HENKEL& KGAA PRF,DE0006048432,Chemicals
ZALG.DE,2022-12-31,ZALANDO ORD SHS,DE000ZAL1111,Software & IT Services
DTEGn.DE,2022-12-31,DEUTSCHE TELEKOM AG ORD,DE0005557508,Telecommunications Services
LIN.DE,2022-12-31,LINDE PLC ORD,IE000S9YS762,Chemicals
MRCG.DE,2022-12-31,MERCK ORD,DE0006599905,Pharmaceuticals
PSHG_p.DE,2022-12-31,PORSCHE SE VZ PRF,DE000PAH0038,Automobiles & Auto Parts
VOWG_p.DE,2022-12-31,VOLKSWAGEN PRF,DE0007664039,Automobiles & Auto Parts
BMWG.DE,2022-12-31,BMW AG,DE0005190003,Automobiles & Auto Parts
BEIG.DE,2022-12-31,BEIERSDORF ORD,DE0005200000,Personal & Household Products & Services
HEIG.DE,2022-12-31,HEIDELBGCEMENT ORD,DE0006047004,Construction Materials
MTXGn.DE,2022-12-31,MTU AERO ENGINES ORD,DE000A0D9PT0,Aerospace & Defense
